id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,actors,characters,director
ts2760,"['fireman', 'sam']",SHOW,"['follow', 'adventure', 'fireman', 'sam', 'colleague', 'protect', 'citizen', 'welsh', 'town', 'pontypandy', 'whenever', 'alarm', 'sound', 'brave', 'coworkers', 'counted', 'jump', 'fire', 'engine', 'hop', 'onto', 'helicopter', 'even', 'launch', 'inflatable', 'lifeboat', 'battle', 'blaze', 'mount', 'rescue', 'mission', 'provide', 'medical', 'attention', 'need']",OLD,1.0,10,"['animation', 'comedy', 'family', 'crime', 'european']",['GB'],13.0,tt0329829,6.1,1785.0,37.647,7.2,"['steven kynman', 'david carling', 'su douglas', 'tegwen tucker', 'harriet kershaw', 'alex lowe', 'jo wyatt', 'ifan huw dafydd', 'john hasler', 'nigel whitmey']","['sam  elvis  norman  derek  charlie  jerry lee voice', 'station officer steele  chief fire officer boyce  trevor  tom  mike voice', 'dilys  mandy  helen  lily voice', 'penny  sarah  bronwyn  mrs chen voice', 'ellie  bella voice', 'ben  joe voice', 'hannah  lizzie voice', 'gareth voice', 'james  professor pickles voice', 'moose voice']",['gary andrews']
ts63001,"['high', 'risk']",SHOW,"['high', 'risk', 'program', 'aired', 'cbs', 'television', 'network', 'part', '1988', 'fall', 'lineupthe', 'genesis', 'strike', 'member', 'writer', 'guild', 'america', 'east', 'writer', 'west', 'alliance', 'motion', 'picture', 'producer', 'unable', 'produce', 'regular', 'scripted', 'series', 'program', 'put', 'together', 'serve', 'replacement', 'fear', 'twoyear', 'lockoutthe', '100', 'inhouse', 'production', 'featured', 'highrisk', 'stunt', 'job', 'border', 'patrol', 'agent', 'automobile', 'repo', 'men', 'cave', 'explorer', 'thrilling', 'rollercoaster', 'testersintended', 'commitment', 'received', 'unanimous', 'condemnation', 'cancelled', 'presented', 'one', 'night', 'show', 'hosted', 'wayne', 'rogers']",OLD,2.0,50,['comedy'],['US'],1.0,tt5944220,3.8,6.0,1.4,4.800000000000001,['wayne rogers'],['nan'],
ts20981,['survivor'],SHOW,"['reality', 'show', 'contest', 'sixteen', 'castaway', 'split', 'two', 'tribe', 'taken', 'remote', 'isolated', 'location', 'forced', 'live', 'land', 'meager', 'supply', 'roughly', '39', 'day', 'frequent', 'physical', 'challenge', 'used', 'pit', 'tribe', 'reward', 'food', 'luxury', 'immunity', 'forcing', 'attend', 'tribal', 'council', 'must', 'vote', 'one', 'player']",OLD,2.0,48,['reality'],['US'],42.0,tt0239195,7.4,24687.0,54.19,7.4,['jeff probst'],['himself  host'],
ts22176,"['stargate', 'sg1']",SHOW,"['story', 'stargate', 'sg1', 'begin', 'year', 'event', 'feature', 'film', 'united', 'state', 'government', 'learns', 'ancient', 'alien', 'device', 'called', 'access', 'network', 'device', 'multitude', 'planet', 'elite', 'air', 'force', 'special', 'operation', 'team', 'one', 'two', 'dozen', 'team', 'earth', 'explore', 'galaxy', 'defend', 'threat', 'goauld', 'replicators', 'ori']",OLD,2.0,44,"['scifi', 'drama', 'action']","['CA', 'US']",10.0,tt0118480,8.4,90196.0,88.851,8.3,"['ben browder', 'amanda tapping', 'christopher judge', 'michael shanks', 'claudia black', 'beau bridges']","['cameron mitchell', 'samantha carter', 'tealc', 'daniel jackson', 'vala mal doran', 'hank landry']",
ts21223,['pokmon'],SHOW,"['join', 'ash', 'accompanied', 'partner', 'pikachu', 'travel', 'many', 'region', 'meet', 'new', 'friend', 'face', 'challenge', 'quest', 'become', 'pokmon', 'master']",OLD,1.0,22,"['action', 'scifi', 'animation', 'comedy', 'fantasy', 'family']",['JP'],25.0,tt14053732,7.4,198.0,115.356,7.633,"['rica matsumoto', 'ikue otani', 'daiki yamashita', 'kenyu horiuchi']","['satoshi voice', 'pikachu voice', 'gou voice', 'narrator voice']",
ts20339,"['one', 'piece']",SHOW,"['year', 'ago', 'fearsome', 'pirate', 'king', 'gol', 'roger', 'executed', 'leaving', 'huge', 'pile', 'treasure', 'famous', 'one', 'piece', 'behind', 'whoever', 'claim', 'named', 'new', 'pirate', 'monkey', 'luffy', 'boy', 'consumed', 'devil', 'fruit', 'decides', 'follow', 'footstep', 'idol', 'shank', 'find', 'help', 'course', 'body', 'property', 'rubber', 'he', 'surrounded', 'bevy', 'skilled', 'fighter', 'thief', 'along', 'way', 'anything', 'get', 'become', 'pirate']",OLD,4.0,23,"['animation', 'action', 'comedy', 'drama', 'fantasy']",['JP'],21.0,tt0388629,8.8,117129.0,143.457,8.764,"['mayumi tanaka', 'kazuya nakai', 'akemi okamura', 'kappei yamaguchi', 'hiroaki hirata', 'yuriko yamaguchi', 'ikue otani', 'kazuki yao', 'cho', 'katsuhisa hki', 'tesshou genda']","['monkey d luffy voice', 'roronoa zoro voice', 'nami voice', 'usopp voice', 'vinsmoke sanji voice', 'nico robin voice', 'tony tony chopper voice', 'franky voice', 'brook voice', 'jinbe voice', 'kaido voice']",
ts5145,['challenge'],SHOW,"['challenge', 'pit', 'numerous', 'cast', 'member', 'past', 'season', 'reality', 'show', 'dividing', 'two', 'separate', 'team', 'according', 'different', 'criterion', 'gender', 'first', 'appeared', 'whether', 'theyre', 'veteran', 'rookie', 'etc', 'team', 'compete', 'mission', 'order', 'win', 'prize', 'advance', 'overall', 'game']",OLD,4.0,40,"['reality', 'comedy', 'drama', 'scifi']",['US'],37.0,tt6274074,7.8,3362.0,18.075,7.7,['tj lavin'],['self  host'],
ts34435,"['cowboy', 'bebop']",SHOW,"['2071', 'roughly', 'fifty', 'year', 'accident', 'hyperspace', 'gateway', 'made', 'earth', 'almost', 'uninhabitable', 'humanity', 'colonized', 'rocky', 'planet', 'moon', 'solar', 'system', 'amid', 'rising', 'crime', 'rate', 'inter', 'police', 'issp', 'set', 'legalized', 'contract', 'registered', 'bounty', 'hunter', 'also', 'referred', 'cowboy', 'chase', 'criminal', 'bring', 'alive', 'return', 'reward']",OLD,4.0,25,"['animation', 'action', 'scifi', 'western', 'comedy', 'drama', 'thriller']",['JP'],1.0,tt0213338,8.9,115448.0,35.402,8.522,"['koichi yamadera', 'unsho ishizuka', 'megumi hayashibara', 'aoi tada']","['spike spiegel  ein voice', 'jet black voice', 'faye valentine voice', 'edward wong hau pepelu tivruski iv voice']",
ts20983,"['neon', 'genesis', 'evangelion']",SHOW,"['turn', 'century', 'angel', 'returned', 'earth', 'seeking', 'wipe', 'humanity', 'apocalyptic', 'fury', 'devastated', 'mankind', 'last', 'remnant', 'moved', 'underground', 'wait', 'day', 'angel', 'would', 'come', 'back', 'finish', 'job', 'fifteen', 'year', 'later', 'time', 'ready', 'fight', 'terrifying', 'biomechanical', 'weapon', 'known', 'evangelions', 'watch', 'shinji', 'rei', 'asuka', 'rest', 'mysterious', 'shadow', 'agency', 'nerv', 'battle', 'save', 'total', 'annihilation']",OLD,4.0,24,"['drama', 'scifi', 'animation', 'action', 'fantasy', 'thriller']",['JP'],1.0,tt0112159,8.5,66629.0,49.27,8.637,"['megumi ogata', 'kotono mitsuishi', 'megumi hayashibara', 'yuko miyamura', 'yuriko yamaguchi', 'fumihiko tachiki', 'motomu kiyokawa', 'miki nagasawa']","['shinji ikari voice', 'misato katsuragi voice', 'rei ayanami voice', 'asuka langley soryu voice', 'dr ritsuko akagi voice', 'gendo ikari voice', 'kozo fuyutsuki voice', 'maya ibuki voice']",
ts21567,"['gilmore', 'girl']",SHOW,"['set', 'charming', 'town', 'star', 'hollow', 'connecticut', 'series', 'follows', 'captivating', 'life', 'lorelai', 'rory', 'gilmore', 'motherdaughter', 'pair', 'relationship', 'people', 'dream']",OLD,4.0,46,"['comedy', 'drama']",['US'],8.0,tt0238784,8.2,121462.0,58.578,7.827,"['lauren graham', 'alexis bledel', 'scott patterson', 'melissa mccarthy', 'keiko agena', 'yanic truesdale', 'edward herrmann', 'kelly bishop']","['lorelai gilmore', 'rory gilmore', 'luke danes', 'sookie st james', 'lane kim', 'michel gerard', 'richard gilmore', 'emily gilmore']",
ts20960,"['power', 'ranger']",SHOW,"['team', 'teenager', 'attitude', 'recruited', 'save', 'angel', 'grove', 'evil', 'witch', 'rita', 'repulsa', 'later', 'lord', 'zedd', 'emperor', 'see', 'horde', 'monster']",OLD,1.0,22,"['action', 'scifi', 'fantasy', 'family']",['US'],29.0,tt0106064,6.5,22110.0,19.699,6.8,"['russell curry', 'hunter deno', 'kai moya', 'tessa rao', 'chance perez', 'jordan fite', 'jared turner', 'josephine davison', 'torum heng', 'campbell cooley']","['zayto', 'amelia jones', 'ollie akana', 'izzy garcia', 'javi garcia', 'aiyon', 'void knight', 'solon voice', 'mucus voice', 'slyther voice']",
ts25252,['yugioh'],SHOW,"['timid', 'young', 'boy', 'love', 'sort', 'game', 'one', 'day', 'solves', 'ancient', 'puzzle', 'known', 'millennium', 'causing', 'body', 'play', 'host', 'mysterious', 'spirit', 'personality', 'gambler']",OLD,1.0,22,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy', 'drama']",['JP'],7.0,tt4834194,7.3,21113.0,33.504,7.358,"['megumi ogata', 'toshiyuki morikawa', 'hikaru midorikawa', 'yumi kakazu', 'ryotaro okiayu', 'tsutomu kashiwakura', 'kaneto shiozawa', 'katsue miwa', 'yukana', 'takeshi aono', 'michiko neya', 'ryou naitou']","['yugi mutou', 'katsuya jonouchi', 'seto kaiba', 'anzu mazaki', 'hiroto honda', 'ryo bakura', 'shadi', 'mokuba kaiba', 'miho nosaka', 'sugoroku mutou', 'shizuka kawai', 'ryuji otogi']",
ts22193,"['magic', 'school', 'bus']",SHOW,"['eccentric', 'schoolteacher', 'take', 'class', 'wondrous', 'educational', 'field', 'trip', 'help', 'magical', 'school', 'bus']",OLD,1.0,26,"['animation', 'scifi', 'comedy', 'family', 'fantasy']","['CA', 'US']",4.0,tt0108847,7.8,9829.0,16.83,7.8,"['daniel desanto', 'stuart stone', 'erica luttrell', 'malcolmjamal warner', 'danny tamberelli', 'lily tomlin', 'frank welker', 'whoopi goldberg', 'susan blu', 'edward james olmos', 'andre ottleylorant']","['nan', 'nan', 'nan', 'the producer', 'nan', 'ms valerie frizzle', 'nan', 'nan', 'nan', 'mr ramon', 'nan']",
ts22489,['goosebump'],SHOW,"['anything', 'turn', 'spooky', 'horror', 'anthology', 'series', 'based', 'bestselling', 'book', 'master', 'kid', 'rl', 'stine', 'every', 'episode', 'see', 'happens', 'regular', 'kid', 'find', 'scary', 'situation', 'work', 'confront', 'overcome', 'fear']",OLD,2.0,22,"['scifi', 'thriller', 'family', 'fantasy', 'horror', 'music']","['US', 'CA']",4.0,tt0111987,7.6,13493.0,63.687,7.9,['rl stine'],['host'],
ts21034,['inuyasha'],SHOW,"['kagome', 'higurashi', 'modern', 'day', 'young', 'girl', 'life', 'family', 'old', 'higure', 'shrine', 'unbeknownst', 'reincarnation', 'priestess', 'kikyo', 'posse', 'jewel', 'four', 'soul', 'shikon', 'one', 'illfated', 'locates', 'ancient', 'well', 'near', 'home', 'abruptly', 'transported', 'feudal', 'japan', 'inhabited', 'demon', 'encounter', 'inuyasha', 'son', 'powerful', 'father', 'human', 'mother', 'pinned', 'tree', 'enchanted', 'arrow']",OLD,4.0,25,"['scifi', 'action', 'fantasy', 'romance', 'animation', 'comedy', 'drama']",['JP'],9.0,tt0290223,7.9,15823.0,62.355,8.6,"['kappei yamaguchi', 'satsuki yukino']","['inuyasha voice', 'kagome higurashi voice']","['yasunao aoki', 'masashi ikeda']"
ts16919,[],SHOW,"['new', 'kid', 'comedy', 'bring', 'funny', 'america', '1', 'kid', 'sketch', 'show', 'return', 'cast', 'familiar', 'face', 'executive', 'producer', 'kenan', 'thompson', 'kel', 'mitchell']",OLD,1.0,22,"['comedy', 'family', 'music']",['US'],11.0,tt0111875,7.5,7718.0,6.688,8.4,"['chelsea brummet', 'lisa foiles', 'kyle sullivan', 'denzel whitaker', 'jack de sena', 'kianna underwood', 'ryan coleman', 'lil jj']","['regular performer', 'regular performer', 'regular performer', 'various', 'regular performer', 'various', 'various', 'various']",
ts8570,"['barney', 'friend']",SHOW,"['barney', 'friend', 'american', 'childrens', 'television', 'series', 'aimed', 'child', 'age', '2', '5', 'first', 'aired', 'april', '6', '1992', 'feature', 'title', 'character', 'purple', 'anthropomorphic', 'tyrannosaurus', 'rex', 'conveys', 'educational', 'message', 'song', 'small', 'dance', 'routine', 'friendly', 'optimistic', 'attitudenew', 'episode', 'produced', 'since', '2009', 'however', 'rerun', 'continue', 'air', 'various', 'pb', 'station']",OLD,1.0,28,"['comedy', 'family']",['US'],14.0,tt0144701,3.8,9624.0,14.641,4.9,"['david joyner', 'carey stinson', 'dean wendt', 'julie johnson', 'jeff ayers', 'patty wirtz', 'michaela dietz', 'bob west', 'adrianne kangas', 'tory green', 'emilio mazur', 'kyle nelson', 'lauren mayeux', 'jerad harris']","['barney', 'barney', 'barney', 'baby bop', 'baby bop', 'bj', 'riff', 'barney', 'linda', 'sarah', 'david', 'bj', 'baby bop', 'riff']",
ts27693,"['kenan', 'kel']",SHOW,"['set', 'chicago', 'show', 'follows', 'kidfriendly', 'misadventure', 'two', 'highschool', 'friend', 'always', 'scheming', 'dreaming', 'kenan', 'work', 'grocery', 'store', 'constantly', 'devise', 'crazy', 'plan', 'strike', 'rich', 'orangesodaloving', 'buddy', 'kel', 'dragged', 'along', 'ride', 'despite', 'track', 'record', 'messing', 'thing']",OLD,1.0,25,"['family', 'comedy']",['US'],4.0,tt0115231,7.8,15620.0,33.544,8.3,"['kenan thompson', 'kel mitchell', 'vanessa baden', 'ken foree', 'teal marchande', 'dan frischman']","['kenan rockmore', 'kel kimble', 'kyra rockmore', 'roger rockmore', 'sheryl rockmore', 'christopher chris potter']",
ts251477,"['first', 'errand']",SHOW,"['hajimete', 'otsukai', 'first', 'errand', 'japanese', 'tv', 'show', 'follows', 'small', 'child', 'carry', 'errand', 'parent']",OLD,1.0,18,"['documentation', 'family', 'reality']",['JP'],12.0,,7.9,7093.5,7.73,7.8,,,
ts22286,"['cardcaptor', 'sakura']",SHOW,"['sakura', 'kinomoto', 'elementary', 'school', 'student', 'discovers', 'posse', 'magical', 'power', 'accidentally', 'freeing', 'set', 'card', 'book', 'sealed', 'year', 'tasked', 'retrieving', 'card', 'order', 'avoid', 'unknown', 'catastrophe', 'befalling', 'world']",OLD,1.0,25,"['scifi', 'animation', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance']",['JP'],4.0,tt0221735,8.0,5008.0,35.757,8.7,"['sakura tange', 'junko iwao', 'motoko kumai', 'aya hisakawa', 'emi shinohara', 'hideyuki tanaka', 'masaya onosaka', 'megumi ogata', 'tomokazu seki', 'yukana', 'tomoko kawakami', 'nozomu sasaki']","['sakura kinomoto voice', 'tomoyo daidouji voice', 'syaoran li voice', 'kerberos voice', 'naoko yanagisawa voice', 'fujitaka kinomoto voice', 'kerberosbig voice', 'yukito tsukishiro voice', 'touya kinomoto voice', 'meiling li voice', 'rika sasaki voice', 'eriol hiiragizawa voice']",
ts11397,"['adventure', 'sonic', 'hedgehog']",SHOW,"['follow', 'adventure', 'sonic', 'hedgehog', 'sidekick', 'tail', 'attempt', 'stop', 'dr', 'robotnik', 'array', 'robot', 'taking', 'planet', 'mobius']",OLD,1.0,22,"['scifi', 'animation', 'action', 'comedy', 'family', 'fantasy', 'western']",['US'],4.0,tt0222518,6.2,3902.0,13.313,6.3,"['jaleel white', 'christopher evan welch', 'long john baldry', 'garry chalk', 'philip maurice hayes', 'ian james corlett']","['sonic the hedgehog voice', 'miles tails prower voice', 'dr ivo robotnik voice', 'grounder voice', 'scratch voice', 'coconuts voice']",
ts21581,['girlfriend'],SHOW,"['series', 'revolves', 'around', 'friendship', 'four', 'africanamerican', 'woman', 'different', 'phase', 'life', 'explore', 'many', 'trial', 'tribulation', 'woman', 'face', 'today', 'relationship', 'family', 'friend', 'current', 'issue', 'interest', 'woman', 'whether', 'getting', 'divorce', 'finding', 'career', 'looking', 'true', 'love', 'girlfriend', 'delivers', 'along', 'comedy', 'wit']",OLD,2.0,21,"['drama', 'comedy']",['US'],8.0,tt0247102,7.2,4528.0,12.163,7.7,"['tracee ellis ross', 'golden brooks', 'persia white', 'reggie hayes', 'jill marie jones']","['nan', 'nan', 'nan', 'nan', 'nan']",
ts20918,['parker'],SHOW,"['parker', 'american', 'sitcom', 'aired', 'upn', 'august', '30', '1999', 'may', '10', '2004', 'spinoff', 'upns', 'moesha', 'parker', 'feature', 'motherdaughter', 'team', 'nikki', 'kim', 'parker', 'signature', 'heeyyy', 'greeting', 'became', 'popular', 'early', '2000s']",OLD,2.0,19,['comedy'],['US'],5.0,tt0200353,6.8,2377.0,5.745,8.1,"['monique', 'countess vaughn', 'jenna von oy', 'ken lawson', 'yvette wilson', 'dorien wilson']","['nikki parker', 'kim parker', 'stevie van lowe', 'tyrell radcliff', 'andell wilkerson', 'professor oglevee']",
ts21693,['sister'],SHOW,"['twin', 'tia', 'landry', 'tamera', 'campbell', 'separated', 'adopted', 'birth', 'fourteen', 'year', 'later', 'encounter', 'chance', 'mall', 'family', 'meet', 'tia', 'widowed', 'father', 'agrees', 'let', 'single', 'mother', 'move']",OLD,2.0,22,"['comedy', 'drama', 'family']",['US'],6.0,tt0108927,6.2,12657.0,21.489,7.5,"['tia mowryhardrict', 'tamera mowryhousley', 'jacke harry', 'marques houston', 'tim reid']","['tia landry', 'tamera campbell', 'lisa landry', 'roger', 'ray campbell']",
ts20939,['moesha'],SHOW,"['moesha', 'american', 'sitcom', 'series', 'aired', 'upn', 'network', 'january', '23', '1996', 'may', '14', '2001', 'star', 'rb', 'singer', 'brandy', 'norwood', 'mitchell', 'high', 'school', 'student', 'living', 'family', 'leimert', 'park', 'neighborhood', 'south', 'central', 'los', 'angeles', 'originally', 'ordered', 'pilot', 'cbs', 'network', '19951996', 'television', 'season', 'rejected', 'picked', 'midseason', 'replacement', 'went', 'become', 'biggest', 'success', 'nascent', 'one', 'greatest', 'hit', 'course', 'network', 'entire', 'run']",OLD,2.0,21,"['drama', 'comedy', 'family']",['US'],6.0,tt0115275,5.8,3747.0,10.901,7.0,"['brandy norwood', 'william allen young', 'marcus t paulk', 'lamont bentley', 'shar jackson', 'ray j']","['moesha mitchell', 'frank mitchell', 'myles mitchell', 'hakeem campbell', 'niecy jackson', 'dorian long']",
ts21684,"['heartbreak', 'high']",SHOW,"['in', 'out', 'classroom', 'life', 'group', 'student', 'attend', 'fictional', 'hartley', 'high', 'school', 'sydney']",OLD,5.0,45,"['drama', 'romance', 'comedy']",['AU'],7.0,tt5582224,7.8,3139.0,7.222,7.3,"['callan mulvey', 'putu winchester']","['bogdan drazic', 'dennis klinsmann']",
ts22080,"['oggy', 'cockroach']",SHOW,"['oggy', 'anthropomorphic', 'cat', 'would', 'prefer', 'spend', 'day', 'watching', 'television', 'eating', 'continuously', 'pestered', 'three', 'roach', 'joey', 'marky', 'dee', 'cockroach', 'slapstick', 'mischief', 'range', 'plundering', 'oggys', 'refrigerator', 'hijacking', 'train', 'boarded', 'many', 'situation', 'also', 'helped', 'jack', 'violent', 'shorttempered', 'annoyed', 'cockroach', 'bob', 'bulldog', 'appears', 'show', 'neighbor']",OLD,1.0,9,"['animation', 'comedy', 'family', 'action', 'european']",['FR'],7.0,tt0213363,7.4,4281.0,40.189,7.5,['greg eagles'],['jack voice'],
ts28516,['okupas'],SHOW,"['year', '2000', 'ricardo', 'pollo', 'walter', 'chiqui', 'occupied', 'house', 'buenos', 'aire', 'neighborhood', 'congreso', 'four', 'young', 'people', 'forge', 'strong', 'friendship', 'lead', 'go', 'different', 'story', 'crime', 'drug', 'social', 'marginalization']",OLD,5.0,40,"['drama', 'crime']",['AR'],1.0,tt0289649,9.0,2399.0,8.565,8.8,"['rodrigo de la serna', 'diego alonso', 'ariel staltari', 'franco tirri', 'dante mastropierro', 'ana celentano', 'augusto brtez', 'jorge sesn']","['ricardo', 'el pollo', 'walter', 'el chiqui', 'negro pablo', 'clara', 'peralta', 'miguel']",['bruno stagnaro']
ts22039,['h'],SHOW,"['h', 'french', 'sitcom', 'seventyone', '22minute', 'episode', 'series', 'created', 'kader', 'aoun', 'xavier', 'matthieu', 'ric', 'judor', 'produced', 'phillippe', 'berthe', 'douard', 'molinaro', 'jeanluc', 'moreau', 'charles', 'nm', 'ran', '24', 'october', '1998', '20', 'april', '2002', 'canal', 'canada', 'shown', 'weekly', 'tv5the', 'title', 'come', 'three', 'word', 'characterize', 'humour', 'histoire', 'et', 'hpital']",OLD,5.0,25,['comedy'],['FR'],4.0,tt0173554,7.4,1727.0,7.905,7.6,"['eric judor', 'ramzy bedia', 'sophie mounicot', 'jamel debbouze', 'catherine benguigui', 'jeanluc bideau']","['aym cesaire', 'sabri said', 'clara saulnier', 'jamel dridi', 'batrice goldberg', 'le professeur max strauss']",
ts224786,['escalona'],SHOW,"['improbable', 'real', 'life', 'rafael', 'escalona', 'music', 'education', 'became', 'colombia', 'king', 'vallenato', 'chronicling', 'everyday']",OLD,5.0,44,['drama'],['CO'],1.0,,7.6,3593.5,7.352,7.6,"['alejandra borrero', 'juan carlos arango', 'nelly moreno', 'carlos vives', 'florina lemaitre', 'rodrigo obregn']","['consuelo', 'jaime el mane molina', 'paulina pau', 'rafael escalona', 'matilde maye manjarrs', 'anastasio espuelas']",['sergio cabrera']
